timestamp,open,high,low,close,volume
2019-06-20,137.45,137.66,135.72,136.95,32774059.0
2019-06-19,135.0,135.93,133.81,135.69,23744441.0
2019-06-18,134.19,135.24,133.57,135.16,25934458.0
2019-06-17,132.63,133.73,132.53,132.85,14517785.0
2019-06-14,132.26,133.79,131.64,132.45,17821703.0
2019-06-13,131.98,132.67,131.56,132.32,17200848.0
2019-06-12,131.4,131.97,130.71,131.49,17092464.0
2019-06-11,133.88,134.24,131.2757,132.1,23913731.0
2019-06-10,132.4,134.08,132.0,132.6,26477098.0
2019-06-07,129.19,132.25,128.26,131.4,33885588.0
2019-06-06,126.44,127.97,125.6,127.82,21458961.0
2019-06-05,124.95,125.87,124.21,125.83,24926140.0
2019-06-04,121.28,123.28,120.6522,123.16,29382642.0
2019-06-03,123.85,124.37,119.01,119.84,37983637.0
2019-05-31,124.23,124.615,123.32,123.68,26646769.0
2019-05-30,125.26,125.76,124.78,125.73,16829613.0
2019-05-29,125.38,125.39,124.04,124.94,22763140.0
2019-05-28,126.98,128.0,126.05,126.16,23128359.0
2019-05-24,126.91,127.415,125.97,126.24,14123358.0
2019-05-23,126.2,126.29,124.74,126.18,23603810.0
2019-05-22,126.62,128.24,126.52,127.67,15396485.0
2019-05-21,127.43,127.5273,126.58,126.9,15293260.0
2019-05-20,126.52,127.5894,125.7607,126.22,23706934.0
2019-05-17,128.305,130.46,127.92,128.07,25770539.0
2019-05-16,126.75,129.38,126.46,128.93,30112216.0
2019-05-15,124.26,126.71,123.7,126.02,24722708.0
2019-05-14,123.87,125.88,123.7,124.73,25266315.0
2019-05-13,124.11,125.55,123.04,123.35,33944923.0
2019-05-10,124.91,127.93,123.82,127.13,30915084.0
2019-05-09,124.29,125.79,123.57,125.5,27235835.0
2019-05-08,125.44,126.37,124.75,125.51,28418996.0
2019-05-07,126.46,127.18,124.22,125.52,36017661.0
2019-05-06,126.39,128.56,126.11,128.15,24239464.0
2019-05-03,127.36,129.43,127.25,128.9,24911126.0
2019-05-02,127.98,128.0,125.52,126.21,27350161.0
2019-05-01,130.53,130.65,127.7,127.88,26821692.0
2019-04-30,129.81,130.7,129.3947,130.6,24166503.0
2019-04-29,129.9,130.18,129.35,129.77,16324183.0
2019-04-26,129.7,130.5152,129.02,129.89,23654933.0
2019-04-25,130.06,131.37,128.83,129.15,38033892.0
2019-04-24,125.79,125.85,124.52,125.01,31256980.0
2019-04-23,124.1,125.58,123.83,125.44,24025521.0
2019-04-22,122.62,124.0,122.57,123.76,15648724.0
2019-04-18,122.19,123.52,121.3018,123.37,27990998.0
2019-04-17,121.24,121.85,120.54,121.77,19300938.0
2019-04-16,121.64,121.65,120.1,120.77,14071787.0
2019-04-15,120.94,121.58,120.57,121.05,15792572.0
2019-04-12,120.64,120.98,120.37,120.95,19745143.0
2019-04-11,120.54,120.85,119.92,120.33,14209121.0
2019-04-10,119.76,120.35,119.54,120.19,16477169.0
2019-04-09,118.63,119.54,118.58,119.28,17611981.0
2019-04-08,119.81,120.02,118.64,119.93,15116186.0
2019-04-05,119.39,120.23,119.37,119.89,15826245.0
2019-04-04,120.1,120.23,118.38,119.36,20112848.0
2019-04-03,119.86,120.43,119.15,119.97,22860744.0
2019-04-02,119.06,119.48,118.52,119.19,18142297.0
2019-04-01,118.95,119.1085,118.1,119.02,22789103.0
2019-03-29,118.07,118.32,116.96,117.94,25399752.0
2019-03-28,117.44,117.58,116.13,116.93,18334755.0
2019-03-27,117.875,118.21,115.5215,116.77,22733427.0
2019-03-26,118.62,118.705,116.85,117.91,26097665.0
2019-03-25,116.56,118.01,116.3224,117.66,27067117.0
2019-03-22,119.5,119.59,117.04,117.05,33624528.0
2019-03-21,117.135,120.82,117.09,120.22,29854446.0
2019-03-20,117.39,118.75,116.71,117.52,28113343.0
2019-03-19,118.09,118.44,116.99,117.65,37588697.0
2019-03-18,116.17,117.61,116.05,117.57,31207596.0
2019-03-15,115.34,117.25,114.59,115.91,54630661.0
2019-03-14,114.54,115.2,114.33,114.59,30763367.0
2019-03-13,114.13,115.0,113.78,114.5,35513771.0
2019-03-12,112.82,113.99,112.6499,113.62,26132717.0
2019-03-11,110.99,112.95,110.98,112.83,26491618.0
2019-03-08,109.16,110.71,108.8,110.51,22818430.0
2019-03-07,111.4,111.55,109.865,110.39,25338954.0
2019-03-06,111.87,112.66,111.43,111.75,17686996.0
2019-03-05,112.25,112.39,111.23,111.7,19538318.0
2019-03-04,113.02,113.25,110.8,112.26,26608014.0
2019-03-01,112.89,113.02,111.665,112.53,23501169.0
2019-02-28,112.04,112.88,111.73,112.03,29083934.0
2019-02-27,111.69,112.36,110.88,112.17,21487062.0
2019-02-26,111.26,113.24,111.17,112.36,21536733.0
2019-02-25,111.76,112.18,111.26,111.59,23750599.0
2019-02-22,110.05,111.2,109.82,110.97,27763218.0
2019-02-21,106.9,109.48,106.87,109.41,29063231.0
2019-02-20,107.86,107.94,106.29,107.15,21607671.0
2019-02-19,107.79,108.66,107.78,108.17,18038460.0
2019-02-15,107.91,108.3,107.3624,108.22,26606886.0
2019-02-14,106.31,107.29,105.66,106.9,21784703.0
2019-02-13,107.5,107.78,106.71,106.81,18394869.0
2019-02-12,106.14,107.14,105.48,106.89,25056595.0
2019-02-11,106.2,106.58,104.965,105.25,18914123.0
2019-02-08,104.39,105.78,104.2603,105.67,21461093.0
2019-02-07,105.185,105.59,104.29,105.27,29760697.0
2019-02-06,107.0,107.0,105.53,106.03,20609759.0
2019-02-05,106.06,107.27,105.96,107.22,27325365.0
2019-02-04,102.87,105.8,102.77,105.74,31315282.0
2019-02-01,103.775,104.0999,102.35,102.78,35535690.0
2019-01-31,103.8,105.22,103.18,104.43,55636391.0
2019-01-30,104.62,106.38,104.33,106.38,49471866.0
2019-01-29,104.88,104.97,102.17,102.94,31490547.0
