timestamp,open,high,low,close,volume
2019-06-19,22.6700,23.0300,22.3000,22.4000,2708118
2019-06-18,22.0300,23.0900,21.6800,22.5400,4551096
2019-06-17,21.5300,21.9900,21.2000,21.6500,3228856
2019-06-14,21.5000,22.1400,21.3000,21.7300,3210693
2019-06-13,21.3100,21.9017,21.1000,21.8000,2923801
2019-06-12,21.5000,21.6400,21.0800,21.1700,2638542
2019-06-11,22.4000,22.5000,21.6600,21.6700,3015195
2019-06-10,21.5900,22.1128,21.5600,21.5800,3989884
2019-06-07,21.5300,21.6300,20.9200,21.4400,3970859
2019-06-06,21.4500,21.9800,21.2100,21.5700,4244678
2019-06-05,22.0200,22.0500,21.0400,21.3700,5820479
2019-06-04,21.6700,22.2300,21.4800,21.8900,3593527
2019-06-03,21.0500,21.6700,20.8200,21.5100,3181047
2019-05-31,21.2600,21.3700,21.0200,21.1900,2720980
2019-05-30,22.4100,22.4700,21.5000,21.6200,3409992
2019-05-29,22.2300,22.5100,21.9500,22.4600,2260972
2019-05-28,23.0400,23.1200,22.4150,22.5500,3632871
2019-05-24,23.4500,23.6000,22.9700,23.0100,3783350
2019-05-23,23.9000,23.9000,23.0656,23.2400,3338134
2019-05-22,24.6000,24.7500,24.0400,24.2400,2198802
2019-05-21,24.2900,24.8650,23.8900,24.7400,2769550
2019-05-20,24.3300,24.8800,23.8500,23.9900,3289158
2019-05-17,24.6000,25.0000,24.3500,24.5000,3227229
2019-05-16,25.1300,25.2350,24.6700,24.9800,2237916
2019-05-15,24.6400,25.1400,24.5327,25.0100,2739687
2019-05-14,24.7900,25.4700,24.7000,25.0100,4318486
2019-05-13,24.3300,24.6500,23.9700,24.5400,4366983
2019-05-10,24.7300,25.3100,24.2700,25.0400,3551071
2019-05-09,24.4000,24.9000,23.8800,24.8100,2633776
2019-05-08,25.0300,25.4300,24.6700,24.6900,3303995
2019-05-07,25.6100,25.7200,25.0000,25.1800,4020345
2019-05-06,25.9500,26.0000,25.2800,25.9100,4081509
2019-05-03,26.2300,26.8300,26.0500,26.6800,3376187
2019-05-02,25.8800,26.3800,25.7190,25.9300,2917145
2019-05-01,26.7000,27.1000,25.9800,26.0000,3682363
2019-04-30,26.7100,27.0200,26.3700,26.6800,3269968
2019-04-29,26.8200,26.9400,26.4800,26.8500,2298626
2019-04-26,27.0500,27.2500,26.8400,26.9100,2257674
2019-04-25,28.0400,28.0400,27.0100,27.1100,3153435
2019-04-24,28.4900,28.5400,27.7500,28.1200,3391188
2019-04-23,28.0800,28.9200,28.0800,28.5300,4784786
2019-04-22,26.5200,28.2400,26.5200,28.1400,6241169
2019-04-18,27.3600,27.4100,25.7100,26.6600,9476158
2019-04-17,27.9800,28.5900,27.6700,27.7200,5015985
2019-04-16,27.8000,27.9600,27.4000,27.7200,4094310
2019-04-15,28.3800,28.4000,27.5700,27.7400,4164840
2019-04-12,28.9000,29.2000,28.2500,28.2900,2752760
2019-04-11,28.8500,29.1100,28.3000,28.4900,3409943
2019-04-10,29.2100,29.3400,28.8800,29.1500,2598120
2019-04-09,29.3800,29.5000,28.9300,29.1000,2355477
2019-04-08,29.5500,29.7300,29.3200,29.6600,2375490
2019-04-05,29.4000,29.6900,29.0900,29.5500,3018557
2019-04-04,28.6000,29.3400,28.3800,29.2900,2654923
2019-04-03,28.4500,28.8700,28.3100,28.6900,4678230
2019-04-02,29.1300,29.2900,28.1800,28.5400,3838794
2019-04-01,28.6800,29.6700,28.5300,29.4600,3880402
2019-03-29,28.2800,28.8000,28.0100,28.1600,3382533
2019-03-28,28.0500,28.0500,27.3850,27.9900,2553095
2019-03-27,27.9000,27.9850,27.2200,27.9100,2523325
2019-03-26,28.1400,28.5000,27.2700,27.5400,4287196
2019-03-25,28.1200,28.5600,27.7700,28.0200,2871122
2019-03-22,29.1000,29.2700,27.8000,28.1200,3356052
2019-03-21,28.5400,29.5300,28.5000,29.4100,3234813
2019-03-20,28.5000,29.1200,27.6900,28.7900,3381804
2019-03-19,29.0300,29.3200,28.4900,28.6200,2459658
2019-03-18,28.0000,28.8600,27.9267,28.6400,3522157
2019-03-15,27.8700,28.5300,27.7400,27.8400,2936837
2019-03-14,28.7900,28.8400,27.8100,27.8900,3701376
2019-03-13,28.6200,29.3200,28.5600,28.9800,3670381
2019-03-12,27.7300,28.5900,27.6000,28.4400,3112615
2019-03-11,26.7600,27.5700,26.7300,27.5200,3497718
2019-03-08,26.9300,27.1600,26.5100,26.8200,2864338
2019-03-07,28.1600,28.3000,27.3100,27.3600,3102396
2019-03-06,29.0600,29.1550,28.1400,28.2500,2466049
2019-03-05,29.0700,29.3100,28.7600,29.2000,1890970
2019-03-04,29.9100,29.9700,28.7300,29.1600,2690930
2019-03-01,29.6800,30.2000,29.3500,29.6600,2187712
2019-02-28,31.0200,31.0200,29.3300,29.5000,3660477
2019-02-27,31.0700,31.4500,30.7900,30.9800,2880061
2019-02-26,30.7000,31.2700,30.4800,30.8500,3723632
2019-02-25,30.4700,30.8700,30.3900,30.7800,3937574
2019-02-22,29.8800,30.4800,29.3600,30.1700,3197583
2019-02-21,29.2000,29.9000,29.1300,29.5800,3983927
2019-02-20,28.3900,29.5950,28.3401,29.2400,6520035
2019-02-19,28.2100,28.4000,28.1000,28.2100,3029489
2019-02-15,28.7100,28.9300,28.2000,28.2700,3407760
2019-02-14,28.7300,28.7500,28.1500,28.2000,3196631
2019-02-13,28.8100,29.5500,28.7000,29.0500,4566949
2019-02-12,28.3300,28.6900,27.9500,28.4000,3021652
2019-02-11,27.5500,28.1200,27.2600,27.9700,3448110
2019-02-08,27.1200,27.6800,26.5100,27.6500,4784908
2019-02-07,28.3800,28.4900,27.0616,27.2900,4955683
2019-02-06,29.0100,29.3000,28.5100,28.5500,2923711
2019-02-05,29.0000,29.4969,28.9100,29.0700,2749654
2019-02-04,28.4300,29.1900,28.3510,29.0900,2337192
2019-02-01,29.7000,30.0699,28.2700,28.6000,5042238
2019-01-31,29.2800,30.2650,29.1500,29.6800,6466866
2019-01-30,29.1000,29.8200,28.6700,29.5900,6502712
2019-01-29,28.2700,29.5650,28.1625,28.7500,3566031
2019-01-28,28.7400,28.8300,27.8100,27.9800,3538096
