timestamp,open,high,low,close,volume
2019-06-20,200.37,200.61,198.03,199.46,21483156.0
2019-06-19,199.68,199.88,197.31,197.87,21124235.0
2019-06-18,196.05,200.29,195.21,198.45,26551004.0
2019-06-17,192.9,194.96,192.17,193.89,14669144.0
2019-06-14,191.545,193.5863,190.3,192.74,18761474.0
2019-06-13,194.7,196.79,193.6,194.15,21674625.0
2019-06-12,193.95,195.97,193.385,194.19,18253189.0
2019-06-11,194.86,196.0,193.6,194.81,26932882.0
2019-06-10,191.81,195.37,191.62,192.58,26220851.0
2019-06-07,186.51,191.92,185.77,190.15,30684393.0
2019-06-06,183.08,185.47,182.1489,185.22,22526311.0
2019-06-05,184.28,184.99,181.14,182.54,29773427.0
2019-06-04,175.44,179.83,174.52,179.64,30967961.0
2019-06-03,175.6,177.92,170.27,173.3,40396069.0
2019-05-31,176.23,177.99,174.99,175.07,27043584.0
2019-05-30,177.95,179.23,176.67,178.3,21218412.0
2019-05-29,176.42,179.35,176.0,177.38,28481165.0
2019-05-28,178.92,180.59,177.91,178.23,27948160.0
2019-05-24,180.2,182.14,178.62,178.97,23714686.0
2019-05-23,179.8,180.54,177.81,179.66,36529736.0
2019-05-22,184.66,185.71,182.55,182.78,29748556.0
2019-05-21,185.22,188.0,184.7,186.6,28364848.0
2019-05-20,183.52,184.349,180.2839,183.09,38612290.0
2019-05-17,186.93,190.9,186.76,189.0,32879090.0
2019-05-16,189.91,192.4689,188.84,190.08,33031364.0
2019-05-15,186.27,191.75,186.02,190.92,26544718.0
2019-05-14,186.41,189.7,185.41,188.66,36529677.0
2019-05-13,187.71,189.48,182.85,185.72,57430623.0
2019-05-10,197.419,198.85,192.77,197.18,41208712.0
2019-05-09,200.4,201.68,196.66,200.72,34908607.0
2019-05-08,201.9,205.34,201.75,202.9,26339504.0
2019-05-07,205.88,207.4175,200.825,202.86,38763698.0
2019-05-06,204.29,208.84,203.5,208.48,32443113.0
2019-05-03,210.89,211.84,210.23,211.75,20892378.0
2019-05-02,209.84,212.65,208.13,209.15,31996324.0
2019-05-01,209.88,215.31,209.23,210.52,64827328.0
2019-04-30,203.06,203.4,199.11,200.67,46534923.0
2019-04-29,204.4,205.97,203.86,204.61,22204716.0
2019-04-26,204.9,205.0,202.12,204.3,18649102.0
2019-04-25,206.83,207.76,205.12,205.28,18543206.0
2019-04-24,207.36,208.48,207.05,207.16,17540609.0
2019-04-23,204.43,207.75,203.9,207.48,23322991.0
2019-04-22,202.83,204.94,202.34,204.53,19439545.0
2019-04-18,203.12,204.15,202.52,203.86,24195766.0
2019-04-17,199.54,203.38,198.61,203.13,28906780.0
